Title,Artist,Year
Tie Your Mother Down,Queen,1976
Tiger Lily,Luna,1994
Tight Rope,Leon Russell,1972
Tighten Up,Archie Bell & The Drells,1985
Tighten Up,The Black Keys,2010
Tightrope,Janelle Monae,2010
Til I Hear It From You,Gin Blossoms,1995
Til The End Of The Day,The Kinks,1998
Till The Morning Comes,Grateful Dead,1970
Till The Next Goodbye,The Rolling Stones,1974
Time,Pink Floyd,1971
Time Has Come Today,Chambers Brothers,1967
Time Has Told Me,Nick Drake,1969
Time Heals,Todd Rundgren,1981
Time In A Bottle,Jim Croce,1972
Time Is On My Side,The Rolling Stones,1964
Time Is On My Side,Irma Thomas,1964
Time Is Running Out,Steve Winwood,1977
Time Is Tight,Booker T. & The MG's,1969
Time Loves A Hero,Little Feat,1977
Time Of Inconvenience,Nanci Griffith,1994
Time Of The Season,The Zombies,1988
Time Spent In Los Angeles,Dawes,2011
Time The Avenger,The Pretenders,1984
Time To Move On,Tom Petty,1994
Time To Pretend,MGMT,2005
Time to Run,Lord Huron,2012
Time Tough,Toots & The Maytals,1974
Time Waits For No One,The Rolling Stones,1974
Tinseltown In The Rain,The Blue Nile,1984
Tiny Dancer,Elton John,1971
Tipitina,Professor Longhair,1953
Tired Of Being Alone,Al Green,1984
Tired Of My Tears,Ray Charles,2011
Tired Of My Tears,Susan Tedeschi,2005
Tired Of Waiting,The Kinks,1965
Title And Registration,Death Cab For Cutie,2003
"To Be Young (is To Be Sad, Is To Be High)",Ryan Adams,2000
To Cry You A Song,Jethro Tull,1970
To Love Somebody,Bee Gees,1967
To Sir With Love,"10,000 Maniacs",1993
Today,Smashing Pumpkins,1992
Toe Hold,Wilson Pickett,1969
Tom Traubert's Blues,Tom Waits,1976
Tombstone Blues,Bob Dylan,1965
Tommy Can You Hear Me?,The Who,1969
Tomorrow Never Knows,The Beatles,1966
Tomorrow People,Ziggy Marley,1988
Tom's Diner,Suzanne Vega,1987
Tones Of Home,Blind Melon,1992
Tonight I'll Be Staying Here With You,Bob Dylan,1969
Tonight Tonight,Smashing Pumpkins,1995
Tonight's The Night,Neil Young,1975
Too High,Stevie Wonder,1973
Too Long In Exile,Van Morrison,1993
Too Many People,Paul McCartney,1971
Too Much,Dave Matthews Band,1997
Too Much Information,The Police,1981
Too Much Pressure,The Selecter,1979
Too Much Saturn,Francis Dunnery,1995
Too Much Stuff,Delbert McClinton,1997
Too Rolling Stoned,Robin Trower,1974
Too Shy,Kajagoogoo,1982
"Top Floor, Bottom Buzzer",Morphine,2000
Tore Down A La Rimbaud,Van Morrison,1984
Tore Up Over You,Jerry Garcia,1975
Touch Me,The Doors,1969
Touch Of Grey,Grateful Dead,1987
Tough Mama,Bob Dylan,1974
Tougher Than The Rest,Bruce Springsteen,1987
Towers Of London,XTC,1980
Town Without Pity,Gene Pitney,1961
Town Without Pity,Ronnie Montrose,1978
Traffic And Weather,Fountains Of Wayne,2007
Trailer,Mudcrutch,2016
Train,Robert Bradley's Blackwater Surprise,2002
Train From Kansas City,Neko Case,2004
Train Kept A Rollin',Aerosmith,1974
Train In The Distance,Paul Simon,1983
Train In Vain,Annie Lennox,1995
Train In Vain,The Clash,1979
Trains To Brazil,Guillemots,2005
Tramp,Otis Redding,1967
Trampled Under Foot,Led Zeppelin,1975
Trampoline,Joe Henry,1996
Transcendental Blues,Steve Earle,2000
Trans-Europe Express,Kraftwerk,1977
Trashcan,Delta Spirit,2007
Travelin' Band,Creedence Clearwater Revival,1970
Travelin' Shoes,Elvin Bishop,1974
Treat Her Right,Roy Head & The Traits,1986
Treat Me Like A Saturday Night,Jimmie Dale Gilmore,1991
Trenchtown Rock,Bob Marley & The Wailers,1975
Triad,Jefferson Airplane,1968
Trick Bag,Earl King,1962
Trick Of The Light,The Who,1978
Trip Through Your Wires,U2,1987
Tripping Billies,Dave Matthews Band,1994
Tropicalia,Beck,1998
Trouble,Coldplay,2000
Trouble,Jose James,2012
Trouble,Lindsey Buckingham,1981
Trouble,Ray Lamontagne,2004
Trouble Boys,Dave Edmunds,1978
Trouble Comes Running,Spoon,2010
Trouble Man,Marvin Gaye,1972
Trouble Me,"10,000 Maniacs",1989
Trouble No More,Muddy Waters,1974
Trouble No More,The Allman Brothers,1969
Trouble With Dreams,eels,2005
Truckin',Grateful Dead,1972
True,Spandau Ballet,1986
True Fine Love,Steve Miller Band,1977
True Love Is Hard To Find,Toots & The Maytals,1976
True Love Travels On A Gravel Road,Nick Lowe,1994
True Love Travels On A Gravel Road,Elvis Presley,1969
True Love Waits,Radiohead,2001
True To Myself,Ziggy Marley,2003
"Truly, Truly",Grant Lee Buffalo,1998
Truth No. 2,Dixie Chicks,2002
Try,Janis Joplin,1972
Try A Little Tenderness,Otis Redding,1966
Try It One More Time,The Allman Brothers,1979
Try Jah Love,Third World,1982
Try Not To Breathe,R. E. M.,1992
Tryin' To Get To Heaven,Bob Dylan,1997
Trying to Be Cool,Phoenix,2012
Tuesday Afternoon,The Moody Blues,1968
Tuesday's Gone,Lynyrd Skynyrd,1973
Tuff Enuff,The Fabulous Thunderbirds,1986
Tulsa Time,Eric Clapton,1978
Tumblin' Down,Ziggy Marley,1988
Tumbling Dice,The Rolling Stones,1972
Tumbling Dice,Linda Ronstadt,1977
Tunnel Of Love,Bruce Springsteen,1987
Tunnel Of Love,Dire Straits,1980
Tupelo Honey,Van Morrison,1971
Turn Back The Hands Of Time,Tyrone Davis,1970
Turn Down Day,The Cyrkle,1966
Turn It Around,Lucius,2012
Turn It On Again,Genesis,1980
Turn On Me,The Shins,2007
Turn On Your Love Light,"Bobby ""Blue"" Bland",1967
Turn To Stone,Electric Light Orchestra,1977
Turn To Stone,Joe Walsh,1972
Turn! Turn! Turn!,The Byrds,1967
Turn Your Lights Down Low,Bob Marley & The Wailers,1977
Turn Your Radio On,John Hartford,1971
Turning Japanese,The Vapors,1980
Tusk,Fleetwood Mac,1979
Tutti Frutti,Little Richard,1967
TV Is King,The Tubes,1979
TVC15,David Bowie,1976
Tweeter and The Monkey Man,Traveling Wilburys,1988
Twenty Flight Rock,Eddie Cochran,1959
Twenty-Five Miles,Edwin Starr,1969
Twine Time,Alvin Cash And The Crawlers,1963
Twist & Crawl,The English Beat,1980
Twist & Shout,The Beatles,1963
Twisterella,Ride,1992
Twist In My Sobriety,Tanita Tikaram,1988
Twistin' The Night Away,Sam Cooke,1962
Twisting By The Pool,Dire Straits,1982
Two,Ryan Adams,2007
Two Against Nature,Steely Dan,2000
Two Angels,The Jayhawks,1989
Two Hearts,Bruce Springsteen,1980
Two Hearts Beat As One,U2,1983
Two Of Us,The Beatles,1970
Two Princes,Spin Doctors,1993
Two Step,Dave Matthews Band,1994
Two Tickets To Paradise,Eddie Money,1977
Two Trains,Little Feat,1973
Two Tribes,Frankie Goes To Hollywood,1984
Two Weeks,Grizzly Bear,2008
Typical Situation,Dave Matthews Band,1993
U Get Me High,Tom Petty & The Heartbreakers,2014
Uh-oh Love Comes To Town,Talking Heads,1977
Unbelievers,Vampire Weekend,2013
Unbroken Chain,Grateful Dead,1974
Uncertain Smile,The The,1982
Unchained Melody,The Righteous Brothers,1990
Uncle Albert / Admiral Halsey,Paul McCartney,2016
Uncle John's Band,Grateful Dead,1970
Under African Skies,Paul Simon,1986
Under My Thumb,The Rolling Stones,1966
Under Pressure,David Bowie & Queen,1981
Under The Boardwalk,The Drifters,1986
Under The Bridge,Red Hot Chili Peppers,1991
Under The Falling Sky,Bonnie Raitt,1972
Under The Milky Way,The Church,1988
Under the Pressure,The War On Drugs,2014
Undone- The Sweater Song,Weezer,1994
Une Nuit A Paris,10cc,1975
Union Man,Neil Young,1980
Unknown Legend,Neil Young,1992
Until She Comes,Psychedelic Furs,1991
Until The End Of The World,U2,1991
Until I Fall Away,Gin Blossoms,1992
Until You Come Back To Me (That's What I'm Gonna Do),Aretha Franklin,1974
Up Around The Bend,Creedence Clearwater Revival,1972
Up For The Down Stroke,Parliament,1974
Up From The Skies,Jimi Hendrix,1967
Up From The Skies,Rickie Lee Jones,1991
Up On Cripple Creek,The Band,1969
Up On The Roof,Laura Nyro,1989
Up On The Roof,The Drifters,1964
Up On The Sun,Meat Puppets,1985
Up Up Up,Givers,2009
"Up, Up And Away",The Fifth Dimension,1967
Upfield,Billy Bragg,1996
Upside Down,Jack Johnson,2006
Upside Down,Diana Ross,1980
Uptown Funk,Mark Ronson,2014
Uptown Girl,Billy Joel,1983
Urge For Going,Joni Mitchell,1996
Urge For Going,Tom Rush,1968
Us And Them,Pink Floyd,1973
U.S. Blues,Grateful Dead,1974
Us V. Them,LCD Soundsystem,2007
Use Me,Bill Withers,1972
Use Somebody,Kings Of Leon,2008
Used To Be A Cop,Drive-By Truckers,2011
Used to Rule the World,Bonnie Raitt,2012
Valerie,Mark Ronson feat. Amy Winehouse,2007
Valerie,Richard Thompson,1986
Valerie,Steve Winwood,1982
Valleri,The Monkees,1968
Valley Girl,Frank Zappa,1982
Vampire Blues,Neil Young,1974
Van Lear Rose,Loretta Lynn,2004
Vaporize,Amos Lee,2016
Vasoline,Stone Temple Pilots,1994
VCR,The xx,2009
Vehicle,Ides Of March,1970
Venus,Frankie Avalon,1959
Venus,Shocking Blue,1970
Venus As A Boy,Bjork,1992
Vertigo,U2,2004
Vicious,Lou Reed,1972
Victoria,The Kinks,1969
Video Games,Lana Del Rey,2011
Video Killed The Radio Star,The Buggles,1979
Vienna,Ultravox,1980
Vincent,Car Seat Headrest,2016
Violet Hill,Coldplay,2008
Virginia Plain,Roxy Music,1972
Virtual Insanity,Jamiroquai,1996
Visions Of Johanna,Bob Dylan,1966
Viva La Vida,Coldplay,2008
Viva Las Vegas,Bruce Springsteen,1990
Viva Las Vegas,Elvis Presley,1964
Voices Carry,'Til Tuesday,1985
Volcano,Damien Rice,2002
Volunteers,Jefferson Airplane,1969
Voodoo Child,Angelique Kidjo,1998
Voodoo Child (slight Return),Jimi Hendrix,1989
Vultures,John Mayer,2005
Wack Wack,Young-Holt Unlimited,1996
Wagon Wheel,Old Crow Medicine Show,2001
Wah-wah,George Harrison,1970
Wait,Huffamoose,1997
Wait,The Beatles,1965
Wait Until Tomorrow,The Jimi Hendrix Experience,1967
Wait Up,Uncle Tupelo,1992
Waitin' For A Superman,The Flaming Lips,1999
Waitin' On A Sunny Day,Bruce Springsteen,2002
Waitin' On You,Dave Mason,1970
Waiting,Santana,1969
Waiting All Night,Phish,2013
Waiting For The Bus,ZZ Top,2016
Waiting For The Sun,The Doors,1970
Waiting For The Sun,The Jayhawks,1992
Waiting In Vain,Annie Lennox,1995
Waiting In Vain,Bob Marley & The Wailers,1977
Waiting On A Friend,The Rolling Stones,1981
Waiting On The World To Change,John Mayer,2006
Waiting Room,Fugazi,1988
Waitress In The Sky,The Replacements,1985
Wake Up,Arcade Fire,2004
Wake Up,Teddy Thompson,2000
Wake Up Little Susie,The Everly Brothers,1970
Wakin' On A Pretty Day,Kurt Vile,2013
Walk Away,Indigo Girls,1987
Walk Away,James Gang,1971
Walk Away Renee,Peppino D'Agostino,1995
Walk Away Renee,Four Tops,1966
Walk Away Renee,The Left Banke,1967
Walk Don't Run,The Ventures,1986
Walk In The Sun,Bruce Hornsby,1995
Walk Like A Man,Grand Funk Railroad,1973
Walk Like An Egyptian,Bangles,1987
Walk Of Life,Dire Straits,1985
Walk On,Neil Young,1974
Walk On,U2,2000
Walk On By,Dionne Warwick,1987
Walk On By,The Stranglers,1978
Walk On By,Isaac Hayes,1969
Walk On The Ocean,Toad The Wet Sprocket,1991
Walk on the Wild Side,Lou Reed,1973
Walk on the Wild Side,Jimmy Smith,1962
Walk This Way,Run-DMC,1986
Walken,Wilco,2007
Walkin' After Midnight,Patsy Cline,1957
Walkin' The Dog,Rufus Thomas,1985
Walkin' To New Orleans,Fats Domino,1989
Walking After Midnight,Cowboy Junkies,1988
Walking Down Madison,Kirsty MacColl,1991
Walking In Memphis,Marc Cohn,1991
Walking In The Wind,Traffic,1974
Walking In Rhythm,The Blackbyrds,1974
Walking In Your Footsteps,The Police,1983
Walking In My Shoes,Depeche Mode,1993
Walking On Broken Glass,Annie Lennox,1992
Walking On The Moon,The Police,1979
Walking Spanish,Tom Waits,1985
Walking With A Ghost,Tegan And Sara,2004
Wall Of Death,Richard Thompson,1996
Walls (Circus),Tom Petty,1996
Waltz #2,Elliott Smith,1998
Wang Dang Doodle,Koko Taylor,1969
Wanna Be Startin' Somethin',Michael Jackson,1982
Want Ads,The Honey Cone,1994
War,Edwin Starr,1970
War Pigs,Cake,2007
Was A Sunny Day,Paul Simon,1973
Wash Us Away,Ian Hunter,2001
Wasn't Born To Follow,The Byrds,1968
Waste A Moment,Kings Of Leon,2016
Wasted Words,The Allman Brothers,1973
Wasting Time,Jack Johnson,2003
Watch That Man,David Bowie,1973
Watcher Of The Skies,Genesis,1972
Watching The Detectives,Elvis Costello,1977
Watching The River Flow,Bob Dylan,1971
Watching The Wheels,John Lennon,1980
Water Fountain,tUnE-yArDs,2014
Water Of Love,Dire Straits,1978
Water Song,Hot Tuna,1972
Water With The Wine,Joan Armatrading,1976
Waterloo Sunset,David Bowie,2003
Waterloo Sunset,The Kinks,1967
Watermelon Man,Mongo Santamaria,1971
Wavelength,Van Morrison,1978
Wavin' Flag,K'naan,2009
Way Down Now,World Party,1990
Ways To Be Wicked,Lone Justice,1985
Wayward Son,Zachary Cale,2013
We Are All Made Of Stars,Moby,2002
We Are Family,Sister Sledge,1979
We Are The Champions,Queen,1977
We Are Young,fun.,2011
We Belong Together,Rickie Lee Jones,1981
We Built This City,Starship,1985
We Can Work It Out,Stevie Wonder,1970
We Can Work It Out,The Beatles,1965
We Didn't Start The Fire,Billy Joel,1989
We Got More Soul,Dyke & The Blazers,1968
We Got To Have Peace,Curtis Mayfield,1971
We Gotta Get Out Of This Place,The Animals,1965
We Gotta Get You A Woman,Todd Rundgren,1971
We Just Disagree,Dave Mason,1977
We Live So Fast,Heaven 17,1983
"We Meet, We Part, We Remember",Holmes Brothers,2004
We Shall Overcome,Pete Seeger,1962
We Take Care Of Our Own,Bruce Springsteen,2012
We Used To Be Friends,The Dandy Warhols,2003
We Used To Vacation,Cold War Kids,2006
We Will Not Be Lovers,The Waterboys,1988
We Will Rock You / We Are The Champions,Queen,1990
Wear Your Love Like Heaven,Donovan,1967
Wedding Song,Tracy Chapman,2000
Welcome To My Nightmare,Alice Cooper,1975
Welcome To My Party,Rusted Root,2002
Welcome To The Boomtown,David & David,1986
Welcome To The Club,Joe Walsh,1974
Welcome To The Machine,Pink Floyd,1975
Welcome To The Working Week,Elvis Costello,1977
Welcome To The Terrordome,Public Enemy,1989
Welfare Mothers,Neil Young,1979
We're A Winner,The Impressions,1968
We're An American Band,Grand Funk Railroad,1973
We're Going To Be Friends,The White Stripes,2001
We're Not Gonna Take It,The Who,1970
Werewolves Of London,Warren Zevon,1978
West Coast,Lana Del Rey,2014
West End Girls,Pet Shop Boys,1986
West L.A. Fadeaway,Grateful Dead,1987
Western Stars,k. d. lang,1988
Western Union,The Five Americans,1967
Wharf Rat,Grateful Dead,1971
What A Crying Shame,The Mavericks,1994
What A Man,Linda Lyndell,1969
What A Wonderful Man,My Morning Jacket,2005
What About Me,Quicksilver Messenger Service,1970
What Are You Like,Indigo Girls,2009
What Becomes Of The Brokenhearted,Jimmy Ruffin,1986
What Becomes Of The Brokenhearted,Joan Osborne,2002
What Can I Say,Boz Scaggs,1976
What Difference Does It Make?,The Smiths,1984
What Do You Want From Life,The Tubes,1975
What Do You Want The Boy To Do,Bonnie Raitt,1975
What Do You Want The Girl To Do,Lowell George,1979
What Does It Take (to Win Your Love),Jr. Walker & The All-Stars,1985
What Goes On,The Beatles,1965
What Goes On,The Feelies,1988
What Goes On,The Velvet Underground,1969
What In The World,David Bowie,1977
What Is And What Should Never Be,Led Zeppelin,1969
What Is Hip,Tower Of Power,1973
What Is Life,Black Uhuru,1984
What Is Life,George Harrison,1970
What It Is,Mark Knopfler,2000
What Light,Wilco,2007
What Made Milwaukee Famous,Rod Stewart,1992
What Makes You Think You're The One,Fleetwood Mac,1979
What Would You Say,Dave Matthews Band,1994
What You Don't Do,Lianne La Havas,2015
What You Need,INXS,1985
What'cha Say,The Meters,1974
Whatcha See Is Whatcha Get,The Dramatics,1972
What'd I Say,Ray Charles,1960
Whatever Gets You Through The Night,John Lennon,1974
What's Been Goin' On,Amos Lee,2009
What's Going On,Marvin Gaye,1971
What's Happening Brother,Marvin Gaye,1971
What's The Matter Here,"10,000 Maniacs",1987
What's Good?,Lou Reed,1991
What's Up?,4 Non Blondes,1993
Wheels Of Fortune,The Doobie Brothers,1976
When A Man Loves A Woman,Percy Sledge,1966
When Doves Cry,Prince,1984
When Heroes Go Down,Suzanne Vega,1992
When I Get To The Border,Richard & Linda Thompson,1974
When I Go Away,Levon Helm,2009
When I'm Sixty-Four,The Beatles,1967
When I Paint My Masterpiece,Bob Dylan,1971
When I Write The Book,Rockpile,1980
When Love Comes To Town,U2,1988
When My Time Comes,Dawes,2009
When My Train Pulls In,Gary Clark Jr.,2011
When That Evening Sun Goes Down,Van Morrison,1971
When The Daylight Comes,Ian Hunter,1979
When The Levee Breaks,Led Zeppelin,1971
When The Morning Comes,Hall & Oates,1973
When The Spell Is Broken,Richard Thompson,1985
When The Stars Go Blue,Ryan Adams,2001
When the Tequila Runs Out,Dawes,2016
When The Whip Comes Down,The Rolling Stones,1978
When The World Is Running Down,The Police,1980
When We Ran,John Hiatt,1985
When Will I See You,The Pretenders,1990
When You Dance I Can Really Love,Neil Young,1970
When You Were Mine,Prince,1980
When You Were Young,The Killers,2006
When You're Away,Sonny Landreth,1992
When You're Falling,Afro Celt Sound System,2001
Whenever You're On My Mind,Marshall Crenshaw,1983
Where Are You Going,Dave Matthews Band,2002
Where Did Our Love Go,The Supremes,1967
Where Have All The Cowboys Gone,Paula Cole,1996
Where Have All The Good Times Gone,The Kinks,1965
Where Is My Mind?,The Pixies,1988
Where Is The Love,Donny Hathaway & Roberta Flack,2012
Where It's At,Beck,1996
Where The Streets Have No Name,U2,1987
Where To Now St. Peter?,Elton John,1970
Where Were You?,Jonatha Brooke,1995
Where Will I Be,Emmylou Harris,1995
Where You Lead,Carole King,1971
Wherever Is Your Heart,Brandi Carlile,2015
While My Guitar Gently Weeps,The Beatles,1968
While You See A Chance,Steve Winwood,1980
Whip It,Devo,1980
Whipping Post,The Allman Brothers,1971
Whirl Y Reel,Afro Celt Sound System,1996
Whisky Train,Procol Harum,1972
Whispers (Gettin' Louder),Jackie Wilson,1966
White Bird,It's A Beautiful Day,1969
White Flag,Joseph,2016
White Honey,Graham Parker,1976
White Ladder,David Gray,1998
White Lies,Jason & The Scorchers,1985
White Punks On Dope,The Tubes,1975
White Rabbit,Jefferson Airplane,1983
White Room,Cream,1968
White Winter Hymnal,Fleet Foxes,2008
Who Are You,The Who,1978
Who Can It Be Now?,Men At Work,1981
Who Have You Been Loving,Bobby Long,2011
Who Is He (And What Is He To You)?,Bill Withers,1972
Who Is He And What Is He To You,Me'shell Ndegeocello,1996
Who Knows Where The Time Goes,Fairport Convention,1985
Who Loves The Sun,The Velvet Underground,1970
Who Will Comfort Me,Melody Gardot,2009
Whole Lotta Love,Led Zeppelin,1970
Whole Lotta Shakin' Goin' On,Jerry Lee Lewis,1964
Whole New You,Shawn Colvin,2001
Whole Wide World,Wreckless Eric,1977
Who'll Be The Next In Line,The Kinks,1965
Who'll Stop The Rain,Creedence Clearwater Revival,1976
Who's Gonna Ride Your Wild Horses,U2,1991
Who's That Girl?,Eurythmics,1983
Whose Authority,Nada Surf,2008
Why Can't We Live Together,Timmy Thomas,1990
Why Can't We Live Together?,Steve Winwood,2003
Why Do Fools Fall In Love,Frankie Lymon & The Teenagers,1987
Why Does It Always Rain On Me,Travis,1999
Why Does Love Got To Be So Sad?,Derek & The Dominos,1970
Why Don't We Do It In The Road?,The Beatles,1968
Why Don't We Talk About It,Rodney Crowell,2001
Why Georgia,John Mayer,2001
Why I Sing The Blues,B. B. King,1973
Wichita Lineman,Glen Campbell,1989
Wicked Game,Chris Isaak,1989
Wild Child,Brett Dennen,2013
Wild Child,The Doors,1969
Wild Honey Pie,The Beatles,1968
Wild Horses,The Flying Burrito Brothers,1970
Wild Horses,The Rolling Stones,1971
Wild In The Streets,Garland Jeffreys,1977
Wild Is The Wind,David Bowie,1976
Wild Mountain Honey,Steve Miller Band,1976
Wild Night,Van Morrison,1971
Wild One,Jerry Lee Lewis,1975
Wild Thing,Tone-Loc,1988
Wild Thing,The Troggs,1966
Wild West End,Dire Straits,1978
Wild Wild Life,Talking Heads,1986
Wild World,Cat Stevens,1970
Wildfire,Michael Murphey,1975
Wildflowers,Tom Petty,1994
Wildwood Days,Bobby Rydell,2011
